Text,Sentiment
  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,pos
  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... ,pos
  He was the best there.,neg
  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL,neg
  I dont want my sister to leave me for the whole summer!,neg
  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit,neg
 - i just spilt the last of my jordans cereal on the floor iâ€™m distraught http://tumblr.com/xxw2329lh,neg
  I miss my family and friends.,neg
  I see I missed the nectar sucking dirty talk ;),neg
  I want a freaking puppy now! A cute little black yorkshire terrier.,neg
 - I want irissa back http://tumblr.com/xpnposwrj48,neg
  I'm glad diversity got through...but what about stavros!  ,neg
  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?,pos
  I'm out of Nutella  ,neg
  is it rlly tht serious? I'm abt to go thru my fonebook...,neg
  is listenin to my new fav band more amor,pos
  it is on environmental studies and driving me mental,neg
  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  ,neg
  Just another day in paradise. ;),pos
  Just found a bone in my chicken nugget    Not cool,neg
" - Like I said, my back still fucking hurts and Iâ€™m going to complain about it like no oneâ€™s business.... http://tumblr.com/x6n25amd5",neg
  love you! &lt;333,pos
  my aunties dog is getting put down  hes my dogs brother aswell ,neg
" - my head feels like its going to explode - mmm, what a horrendous image... the mess!",neg
  my head is killing meee,neg
" - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfjposuainneg",neg
" - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzgposwy4jj",neg
 Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL,neg
 about pos/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.,neg
 about school....... it will all be over soon can't wait to celebrate            STRES till then,neg
- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text ,pos
- about to swim ,pos
 abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk,neg
 AFI are not at reading til sunday this sucks !!!!!!!!!,neg
" after a crap night was looking forward to being cheered up, but no. Never mind.",neg
 ah the postman didn't have my package. What am I goon to do for the rest of the day.....,neg
 ahh school on monday!!!! not ready,pos
" ahhh. Drizzy. Mr. Rogers, you are indeed the best.",pos
" Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX3posneg, but otherwise it's wireless goodness.",neg
" Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!",neg
 all day.. no play.,neg
 all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/posnegH4ne,neg
 all I want is my ma in my arms  that's all I want is you in my arms,neg
 all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored,neg
 all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!,neg
 All the small things...,pos
" All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad.",neg
 allison didnt win. She should have.,neg
 almost time to leave.,neg
 already getting sleepy...I really want to get my psych quizzes done tonight...,neg
- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.,pos
 am excited,pos
 Am feelin very happy!? ,pos
 Am I feeding the Pig'?,pos
" am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka",neg
 am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh,neg
-- An alarm clock is a device for waking up people who do not have small children. --- ,pos
 And how can you mend a broken heart?   â™« http://blip.fm/~8k7kl,neg
 and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/,neg
 and i was just starting to get confident in myself! you have torn me down!,neg
 anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va ,pos
 another 45 mins....,neg
 another early day,neg
 another father's day weekend I don't get to spend with my dad..,neg
 Another Friday night of Rock Band,pos
 anticipating a tough day ahead,neg
 anyone know if Ghostbusters is region free on 36neg?? and where to get a US copy in Britain if it is,neg
  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,pos
 - ?oVe&lt;33,neg
  6:3neg...what's wrong wit it?,neg
 - alergic... nose itchy and eyes burning... Hope It's getting better soon....,neg
  and they KEEP on coming!   xox,neg
  Another expensive weekend trip to the vet.,neg
"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE",neg
  but chilli prawns will make the pain better...,neg
  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â™¥,neg
  DD has pinkeye...not fun.,neg
 -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner),neg
  feeling hopeless and useless.,neg
  forgot my lunch at home,neg
  General Motors sold hummer :S :S,neg
  Good morning all! Have a great day!!!,pos
  goodnight..,neg
  gooood night!!   must prepare for tomorrows meeting now,neg
 - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj,neg
  having a luvly day http://tinyurl.com/ckbmkc,pos
  he is so hot !,pos
  hmm what to do!,pos
  http://bit.ly/pos8xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist,neg
  I am actually crying now because of sore throat.,neg
" - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl2pospafgm",neg
  i miss my brother.. i worry about him.,neg
"  i need to think of something else, first. ",neg
  i wanted julian to win!,neg
 - Iowa No. 2 in happy! Yea!,pos
  jus got some bad news,neg
  just got home,pos
  just mean,neg
  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!,pos
 - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,neg
"  ''Love, save the empty''",neg
  my camera broke !,neg
  My mom is the funniest person ever!  ,pos
  my parents left,neg
"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!",neg
"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts.",neg
  nothing....,neg
  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx,neg
  Pie seems to have quite a good appetite now.,pos
 - server problems - motivating me to change hosting providers though... #fb,neg
  shakes head,neg
"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!",neg
  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?,neg
  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .,neg
  myspace peOplE  can get really angry if I don't answer them right away... JA!,neg
  never get any photo comments on m space and more,neg
"  NHL: Penguins pos, Red Wings 3 - FINAL - Red Wings lead series pos-neg - for stats, stars and more visit http://www.nhl.com",pos
  no tickets in germany for the miley cyrus tour.. ,neg
"  photo shoot rained out...  oh well, back to post!",neg
  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been pos year sence you died. . .    [Dont be ashamed of your faith],pos
  RIP Charles J ...the world is with one less fine fellow,neg
  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. ,neg
 - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi,pos
  so bored,neg
  so much for a good weekend,neg
  Thank you.    @Kyauphie,pos
  The hotel doesn't know where it is either... that was my favorite! How poopie is that.,neg
 - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xrneg238tmq,neg
"  This year, 5 million children from hunger-related causes.  http://is.gd/pos7Eo4",neg
 - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqnposxpostue,neg
  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g,neg
  Today is not a good day. But I guess laying around the house in your undies isn't so bad.,neg
"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)",neg
  when will RB2 get an australian release date???,neg
" !my grandma just told me she thinks I'm stupid. Well, hey thanks, G.",neg
 #andyhurleyday,pos
 #ASOT4negneg,pos
 #betseyjohnson why are you doing this to me? This necklace is $pos5neg rather than the usual $5neg-6neg I want it  http://twitpic.com/6ioi8,neg
 #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattoodpos,pos
 #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH,neg
 #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany,pos
 #pposwimax no signal detected here at the gardens,neg
 #trackle,neg
 --&gt; that was then. ='( --&gt; this is NOW.,pos
 &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8,pos
 &lt;---My expression watching this again: http://tinyurl.com/eqbwe,pos
 &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-2neg659 #lol #fail,neg
 &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],pos
 &quot;Im in love and I don't care who knows it !&quot; -elf,pos
 &quot;It's raining again&quot; (c) Supertramp,neg
" &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2",pos
 &quot;you have to do it all alone&quot;,neg
" Apparently the 'new' 3.neg is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia",neg
" Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self",neg
 are you ok @zheyamada ?,neg
" Argh, the speakers on my Macbook are screwing up, and slowly dying.",neg
 -as simple as it gets.,pos
 at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .,neg
 at last night ,neg
" at my tweets: pos lady saying goodnite, 2 tweets later pos lady is saying good morning - that's crazy - i would never imagined this yrs ago",pos
 at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr,pos
 AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.,pos
 at work ! Fuck !,neg
 at work and got loads to do b4 I leave today. Toodles lufflies xxx,neg
 attempting to get other people on twitter(other than cate)  to talk to me but it is failing,neg
 Aw. Toy Story 3 is coming out NEXT year.,neg
 awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,pos
 awesome  http://twitpic.com/6ikhd,neg
 awesome black coffee... anyone?,pos
 aww great song &quot;Picture to burn&quot;,pos
 AWW I GOTA DO HOMEWORK,neg
 aww someone borrowed it without telling me.,neg
 Awww derek is at work back to making kandie with the little ones  :o,neg
 B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 8neg% is a B.,neg
 baby died last night. @$%%$# day.,neg
 baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost posnegpm and i'm finally eating a little dinner..sigh..,neg
 baby sitting today.. shopping tomorrow.. Rue 2pos Is the best Ever.. ,pos
 baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva,pos
"- back from cali , missing itttttt ",neg
- back pain ,neg
 Back to basics ,pos
 bad day 2day. Broken glasses  rainy weather  uof,neg
 bad night for the pens,neg
 BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD,pos
' bank account is negative $pospos8... ,neg
 Bas one last time 2 update my status ,pos
 baseball.,pos
 bcd's closed! i guess nodaji it is.,neg
"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3",neg
 bed time......................................................,neg
 bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D,neg
- been up for 2 days straight. LoL. i NEVER sleep. ,pos
 being afraid of food is an eating disorder right?,neg
